 EXPORTS: SELECTED COUNTRIES OF DESTINATION (AFRICAN),,,,,,,,,,,,,
(Shillings million),,,,,,,,,,,,,
Year ,Month,UGANDA,TANZANIA,ZAMBIA,EGYPT,RWANDA,ZIMBABWE,ETHIOPIA,SOMALIA,South AFRICA,DRC,Other,Total
2024,2,"12,921.80","5,941.98",886.45,"3,984.66","3,552.67",262.04,"1,688.60","1,869.59",534.21,"3,120.45","7,104.68","41,867.14"
2024,3,"10,435.74","5,299.35",822.31,"3,569.86","3,475.64",192.08,"1,442.86","1,748.20",538.24,"2,724.70","6,890.33","37,139.30"
2024,4,"9,839.83","4,580.08",992.87,"1,876.28","2,995.65",228.05,"1,187.38","1,194.90",483.57,"1,785.03","6,940.19","32,103.84"
2024,5,"11,592.65","5,405.38",749.06,"1,100.84","3,266.46",208.99,861.64,"1,413.69",475.25,"2,469.78","5,620.85","33,164.61"
2024,6,"11,113.60","5,080.11",840.59,"1,793.24","3,692.28",165.58,"1,133.28","1,129.20",421.53,"2,307.56","5,009.51","32,686.47"
2024,7,"11,666.71","5,567.78",794.74,"1,759.85","3,639.90",196.02,"1,305.22","1,265.70",514.1,"2,881.43","8,157.38","37,748.82"
2024,8,"10,957.90","6,053.77",830.08,"1,913.43","4,204.29",178.94,"1,542.30","1,637.56",527.92,"3,052.53","6,096.15","36,994.87"
2024,9,"11,622.90","5,833.66",610.23,"2,060.13","4,618.61",240.52,"1,182.55","2,133.54",241.67,"2,227.92","6,099.00","36,870.71"
2024,10,"7,687.10","5,924.30",837.74,"1,887.29","3,402.06",337.19,"1,326.58","1,491.87",875.78,"3,542.31","5,898.31","33,210.52"
2024,11,"9,451.21","5,279.37",754.01,"2,422.36","2,867.52",223.24,935.89,"1,146.12",655.68,"2,198.51","7,352.50","33,286.41"
2024,12,"8,342.35","5,262.69",826.77,"2,344.34","3,215.05",256.23,"1,106.30","1,104.43",968.74,"2,524.88","6,230.39","32,182.18"
