3.3 INTERNATIONAL TRADE ( Within Africa),,,,,,,,,
,,,,,,,,,
 IMPORTS FROM AFRICAN COUNTRIES,,,,,,,,,
(Shillings million),,,,,,,,,
Year,Month,UGANDA,TANZANIA,ZAMBIA,EGYPT,South AFRICA,ZIMBABWE,Other,Total
2024,1,"2,687.51","4,354.21",392.04,"3,005.88","12,130.15",277.74,"5,627.95","28,475.48"
2024,2,"2,361.84","4,978.09",490.13,"3,078.97","5,112.02",65.29,"3,129.75","19,216.08"
2024,3,"2,428.59","5,901.50",483.75,"3,036.09","4,656.81",10.59,"2,796.55","19,313.86"
2024,4,"2,962.01","4,886.92",508.75,"2,293.60","5,450.21",68.83,"2,538.05","18,708.37"
2024,5,"3,173.27","5,405.00",507.26,"4,750.87","5,797.15",10.82,"2,837.29","22,481.64"
2024,6,"3,168.72","4,344.25",542.21,"2,442.98","3,842.15",4.71,"3,942.25","18,287.26"
2024,7,"2,853.63","4,870.45",724.25,"3,234.72","4,383.87",164.93,"6,886.55","23,118.41"
2024,8,"2,940.02","5,219.19",420.22,"3,382.59","2,806.31",55.06,"2,212.33","17,035.71"
2024,9,"2,762.43","4,883.74",613.02,"4,559.07","6,573.85",194.05,"3,119.26","22,705.43"
2024,10,"2,998.64","4,849.76",402.77,"3,062.23","6,706.39",489.76,"4,991.02","23,500.57"
2024,11,"3,080.66","4,930.10",347.81,"4,432.36","5,212.52",475.94,"6,659.93","25,139.32"
2024,12,"2,656.33","3,277.90",168.85,"4,659.29","3,976.85",125.25,"2,769.94","17,634.41"
