DIRECT IMPORTS: SELECTED COUNTRIES OF ORIGIN,,,,,,,,,,,,,,
(shillings million),,,,,,,,,,,,,,
Year,Month,U.K,U.S.A,GERMANY,ITALY,U.A.E,S.ARABIA,FRANCE,INDIA,S.AFRICA,JAPAN,CHINA,OTHERS,TOTAL
2014,2,"3,427.92","4,301.35","3,326.57","1,767.62","7,351.15","5,525.38","1,325.37","19,390.19","5,354.54","4,266.24","14,177.95","36,857.99","107,072.27"
2014,3,"4,243.87","13,062.48","7,095.51","1,279.14","10,817.69","2,730.16","1,536.71","31,810.51","6,950.55","6,380.86","18,475.89","34,901.24","139,284.61"
2014,4,"4,243.87","13,062.48","7,095.51","1,279.14","10,817.69","2,730.16","1,536.71","31,810.51","6,950.55","6,380.86","15,964.53","37,412.60","139,284.61"
2014,5,"3,435.13","21,223.57","4,238.94","1,334.36","10,898.91","2,683.39","1,647.54","26,413.74","3,324.64","6,929.83","21,162.14","47,185.45","150,477.64"
2014,6,"3,262.84","3,863.08","3,434.64","1,258.82","5,733.46","2,040.40","1,313.95","18,895.60","4,466.75","6,794.50","15,149.33","47,476.87","113,690.24"
2014,7,"4,153.63","30,588.39","3,322.42","1,589.07","10,344.54","7,002.95","1,475.12","25,362.94","4,527.48","7,402.95","17,736.92","35,233.15","148,739.56"
2014,8,"3,229.60","23,924.68","3,873.40","1,904.76","11,267.18","2,145.74","2,103.88","19,125.85","4,361.83","7,563.74","22,334.45","42,127.32","143,962.43"
2014,9,"2,983.30","14,344.93","4,320.24","2,793.13","6,990.65","8,431.68","4,286.45","21,930.34","4,958.11","7,605.93","38,658.86","42,632.39","159,936.01"
2014,10,"4,040.58","29,506.90","3,433.31","2,240.78","12,971.82","2,451.14","2,230.79","22,548.39","7,301.88","7,049.80","24,620.18","39,006.48","157,402.05"
2014,11,"3,268.18","12,661.74","2,812.97","1,637.09","6,517.10","9,664.99","1,309.51","18,199.24","5,244.62","5,612.85","18,989.81","35,682.02","121,600.12"
2014,12,"5,666.08","6,142.31","4,739.75","1,255.69","3,632.62","5,653.58","1,599.43","27,461.15","4,643.53","9,949.67","26,313.57","41,125.31","138,182.69"
2015,1,"3,262.96","9,458.34","3,332.71","2,094.83","4,241.70","8,660.30","1,358.02","25,324.59","4,864.22","6,064.99","23,584.96","35,400.88","127,648.51"
2015,2,"2,650.96","4,723.50","3,844.20","2,093.17","3,502.17","3,745.31","1,197.07","20,200.69","3,480.56","5,538.28","24,306.18","37,861.41","113,143.49"
2015,3,"3,418.04","4,084.24","3,420.59","1,598.64","4,521.20","4,307.95","1,581.38","19,370.69","5,673.07","6,468.91","24,391.07","33,239.05","112,074.82"
2015,4,"3,901.62","12,854.36","3,716.57","1,690.78","10,849.03","5,253.10","1,526.32","15,105.17","4,812.43","8,329.79","21,299.47","40,398.00","129,736.65"
2015,5,"3,981.10","16,706.58","3,955.03","1,762.74","5,591.95","8,078.25","1,739.29","24,414.27","5,147.73","7,315.89","28,897.81","36,448.41","144,039.06"
2015,6,"3,005.05","3,934.59","6,712.35","1,739.00","8,787.21","3,025.77","1,801.48","24,525.65","4,861.35","7,137.94","27,288.44","35,348.81","128,167.64"
2015,7,"7,399.11","4,876.75","4,617.59","2,250.09","9,915.60","7,550.45","1,985.13","13,234.71","5,669.82","7,631.36","33,730.22","45,292.22","144,153.04"
2015,8,"3,339.95","3,975.56","4,811.23","2,626.76","13,025.66","1,740.16","1,709.18","19,933.26","5,226.91","8,591.97","26,367.40","34,347.68","125,695.72"
2015,9,"3,015.03","4,395.25","3,584.25","1,625.08","6,359.83","2,045.71","2,273.22","23,958.40","6,017.80","7,924.61","35,636.59","41,907.39","138,743.16"
2015,10,"3,180.83","3,018.76","3,149.20","1,438.45","8,727.84","6,906.28","2,270.42","18,567.20","6,303.21","7,678.54","28,220.21","37,181.72","126,642.65"
2015,11,"2,965.53","49,516.52","3,068.53","2,183.10","6,151.67","2,462.09","1,187.43","23,353.67","5,519.53","7,779.52","21,602.21","37,273.07","163,062.87"
2015,12,"2,849.78","8,496.48","3,168.51","1,619.31","8,898.78","1,530.80","2,437.42","24,535.19","3,734.63","7,777.44","25,491.00","33,909.95","124,449.30"
2016,1,"2,281.69","3,375.95","4,087.76","1,493.02","4,944.12","5,180.36","1,872.24","16,504.76","3,454.89","6,099.76","23,566.97","33,621.69","106,483.22"
2016,2,"1,865.60","3,778.12","3,570.32","2,083.36","5,972.46","2,504.97","1,752.56","17,887.55","2,837.94","8,022.73","21,052.43","29,130.17","100,458.20"
2016,3,"3,123.86","3,888.18","3,811.26","1,305.09","3,491.63","5,404.12","1,916.11","22,701.65","3,629.19","6,376.63","20,660.58","38,112.50","114,420.80"
2016,4,"2,863.18","6,072.00","3,914.74","1,894.12","7,145.14","8,121.33","1,729.23","19,604.67","3,630.94","7,499.12","27,540.24","34,795.59","124,810.31"
2016,5,"3,216.21","3,935.67","3,841.98","1,873.28","5,189.51","3,068.11","1,573.44","20,838.39","4,750.80","6,010.64","24,846.52","37,023.97","116,168.50"
2016,6,"3,038.35","4,482.54","4,211.81","2,162.80","11,644.27","5,659.39","1,905.70","16,796.96","4,552.57","6,228.99","32,592.22","33,941.76","127,217.35"
2016,7,"2,614.25","4,954.64","3,803.33","1,938.28","11,581.22","6,172.08","2,061.78","10,611.81","4,625.82","7,829.89","29,349.04","31,778.78","117,320.92"
2016,8,"3,065.09","3,793.05","2,934.68","1,784.58","9,860.47","5,117.55","1,932.46","15,749.99","4,258.68","8,165.09","39,318.08","36,944.21","132,923.93"
2016,9,"2,386.76","3,616.06","3,073.59","2,298.67","10,289.85","5,272.35","1,907.45","13,651.83","4,977.14","6,748.98","29,743.90","40,461.27","124,427.85"
2016,10,"3,063.13","2,624.11","2,878.50","2,106.60","9,442.04","9,386.20","1,574.34","16,570.87","3,886.01","5,079.91","26,362.46","32,203.18","115,177.36"
2016,11,"2,853.21","3,310.70","3,647.64","2,364.92","7,277.36","6,931.80","1,685.93","16,382.90","4,444.70","7,246.13","31,420.66","41,765.66","129,331.62"
2016,12,"3,115.79","3,987.93","3,577.50","2,433.58","4,643.95","6,440.80","1,622.93","18,197.50","4,808.50","7,100.91","30,997.00","36,088.09","123,014.49"
2017,1,"2,442.53","3,197.56","2,702.33","2,152.07","9,227.18","9,551.18","1,638.85","19,717.12","4,675.34","6,068.33","43,389.05","45,972.60","150,734.13"
2017,2,"2,026.02","4,670.87","2,644.94","2,241.84","8,041.26","14,020.57","2,334.78","10,524.46","3,950.75","4,716.70","36,353.90","39,314.44","130,840.52"
2017,3,"2,870.13","6,633.12","3,400.79","1,998.10","5,663.35","12,797.50","1,776.00","17,598.40","5,420.20","8,080.86","33,863.62","41,027.18","141,129.27"
2017,4,"2,207.98","7,251.68","2,464.43","2,031.61","8,866.80","8,811.44","1,972.99","13,506.63","5,214.38","7,562.29","26,300.60","42,870.58","129,061.41"
2017,5,"2,951.16","4,572.31","3,241.05","2,320.36","9,188.47","8,408.87","3,510.52","19,754.74","4,959.69","7,165.70","35,384.49","49,964.81","151,422.18"
2017,6,"2,382.50","4,253.16","5,063.48","1,035.61","11,278.60","6,042.21","3,226.27","14,888.74","6,951.62","7,102.05","37,754.50","43,034.80","143,013.54"
2017,7,"2,262.08","6,235.67","5,789.28","2,170.35","17,882.91","7,444.48","1,987.82","10,273.85","5,742.97","8,432.09","38,140.26","59,211.75","165,573.49"
2017,8,"2,371.68","3,503.61","2,491.28","2,250.42","14,527.61","10,108.86","2,779.04","10,783.65","5,781.16","5,499.98","21,831.57","62,361.93","144,290.78"
2017,9,"2,675.81","3,697.37","5,333.66","1,599.95","16,307.73","2,535.85","2,298.97","13,197.87","5,514.88","5,651.90","28,575.71","54,397.23","141,786.92"
2017,10,"2,135.07","3,402.22","3,835.67","1,435.83","8,440.48","15,240.60","1,671.50","13,069.27","4,877.69","7,519.17","39,894.11","46,334.97","147,856.57"
2017,11,"2,624.49","4,941.18","2,800.16","1,269.63","13,446.31","10,492.68","1,715.66","14,983.42","4,601.56","5,958.94","24,720.68","50,595.99","138,150.71"
2017,12,"3,100.76","5,018.68","3,221.69","1,882.18","15,488.60","9,152.65","1,922.38","12,112.05","4,189.36","7,904.91","24,413.78","53,355.97","141,763.04"
2018,1,"3,159.61","8,421.64","2,987.22","2,035.56","5,396.68","12,913.24","1,926.07","21,468.99","5,955.10","8,454.68","27,460.82","57,337.34","157,516.94"
2018,2,"2,290.87","5,845.90","2,985.08","2,519.05","9,905.83","9,645.02","2,084.16","15,332.90","4,901.65","6,067.21","25,258.07","42,107.54","128,943.27"
2018,3,"2,256.46","6,665.67","3,771.61","1,632.45","18,589.13","14,031.70","1,373.02","11,455.19","6,446.64","7,849.47","35,566.06","42,401.10","152,038.51"
2018,4,"2,288.50","4,635.84","3,995.14","2,530.80","22,353.41","10,404.19","1,916.45","16,568.68","5,556.46","7,505.30","29,623.45","42,623.87","150,002.08"
2018,5,"2,639.18","3,113.78","6,626.71","2,936.00","16,077.89","13,493.78","1,573.98","18,141.58","5,485.20","5,609.39","48,641.65","43,680.95","168,020.10"
2018,6,"2,768.91","2,684.04","3,184.28","2,099.55","8,830.67","18,885.40","1,697.78","9,083.70","6,145.49","7,344.82","36,172.60","43,628.25","142,525.50"
2018,7,"2,760.69","3,913.45","4,132.34","1,491.10","8,139.67","21,451.55","2,367.15","14,313.12","5,953.65","9,137.63","35,314.50","43,673.02","152,647.89"
2018,8,"3,093.38","3,399.50","3,345.10","2,642.32","11,003.85","20,262.87","1,804.59","14,726.19","4,732.03","8,323.90","29,039.38","46,933.86","149,306.97"
2018,9,"2,261.72","3,543.27","3,673.28","1,551.28","9,724.29","4,557.89","2,034.83","24,813.09","3,253.66","8,914.82","25,117.04","40,350.88","129,796.06"
2018,10,"2,459.48","4,054.71","4,873.15","2,053.23","15,988.21","17,310.25","2,268.36","15,204.47","5,557.09","8,760.00","26,837.16","43,880.08","149,246.19"
2018,11,"2,787.09","3,655.81","3,032.26","2,535.11","15,162.36","12,713.03","2,801.76","13,643.55","5,792.41","13,797.14","27,835.45","49,735.83","153,491.79"
2018,12,"2,789.51","3,311.54","3,993.06","1,704.97","6,244.67","17,034.05","2,081.33","10,500.64","4,954.14","8,058.31","23,960.20","42,053.60","126,686.03"
2019,1,"2,640.29","4,648.71","3,212.38","1,594.09","15,110.29","13,077.50","2,045.11","13,049.72","6,782.55","7,831.09","30,573.35","55,354.62","155,919.71"
2019,2,"2,614.15","5,121.96","4,544.47","2,596.97","9,848.60","6,617.78","1,517.91","13,222.71","4,996.59","6,505.19","30,010.11","54,672.10","142,268.55"
2019,3,"3,117.61","4,081.18","2,791.76","1,215.84","6,610.19","17,192.42","3,044.13","10,946.73","5,636.47","5,564.10","18,366.09","46,684.95","125,251.46"
2019,4,"2,559.38","4,828.31","5,865.08","1,922.15","21,750.87","8,056.05","1,478.12","19,517.88","6,145.11","9,785.87","26,452.62","41,790.77","150,152.21"
2019,5,"3,180.20","8,920.81","3,380.66","1,707.91","19,304.11","9,275.57","2,198.51","18,009.86","7,257.25","7,317.71","28,529.10","46,754.93","155,836.62"
2019,6,"3,148.95","3,748.17","2,610.23","1,057.47","15,735.87","12,974.80","1,270.00","12,274.06","7,691.46","8,952.05","39,249.87","40,726.33","149,439.25"
2019,7,"2,340.76","6,059.70","7,364.49","1,665.71","13,758.32","15,620.43","1,567.94","11,679.11","8,643.77","8,909.78","32,489.43","43,490.79","153,590.23"
2019,8,"2,981.84","5,075.50","3,333.64","1,344.77","8,880.07","5,631.35","2,797.35","20,227.23","7,021.63","9,214.22","26,686.35","52,310.28","145,504.24"
2019,9,"3,182.68","6,726.13","3,127.74","2,590.00","11,985.32","10,098.56","1,566.79","16,425.32","6,211.08","6,941.66","28,996.09","51,523.36","149,374.73"
2019,10,"3,367.78","5,535.95","3,755.52","1,544.95","11,291.03","11,224.42","2,298.14","14,164.02","4,824.85","9,538.28","36,905.26","54,725.20","159,175.40"
2019,11,"3,491.79","2,960.16","3,247.95","1,960.61","18,837.43","2,193.17","2,329.47","17,945.05","5,489.09","9,075.03","37,220.38","54,437.87","159,187.99"
2019,12,"2,640.47","4,565.15","3,205.22","1,924.67","14,764.94","15,202.71","2,577.51","11,411.74","3,340.52","9,797.93","41,246.98","44,583.66","155,261.49"
2020,1,"2,682.95","4,372.14","3,897.08","1,768.70","12,572.62","8,800.71","2,325.68","15,598.11","4,993.13","8,162.91","35,061.82","55,195.06","155,430.90"
2020,2,"1,912.78","4,231.84","2,308.65","2,637.30","3,544.80","6,308.83","2,036.67","20,992.45","3,896.86","6,485.40","29,650.43","49,457.88","133,463.88"
2020,3,"2,733.59","4,390.26","3,236.16","1,375.32","11,532.72","9,057.94","1,436.48","21,326.56","5,463.75","8,042.69","16,174.23","52,790.85","137,560.56"
2020,4,"1,846.72","6,397.67","3,292.48","1,443.10","6,139.22","3,739.70","1,483.28","11,616.38","3,087.08","7,514.03","20,996.94","48,866.19","116,422.78"
2020,5,"2,654.68","5,469.63","3,368.18","1,481.93","3,442.31","2,248.77","1,610.95","11,374.96","3,478.28","5,345.23","24,470.71","44,304.44","109,250.08"
2020,6,"2,049.80","4,555.54","3,798.11","1,877.50","4,534.82","1,729.20","2,517.45","14,207.47","3,625.43","5,979.75","31,449.05","45,246.32","121,570.43"
2020,7,"2,062.32","4,941.26","3,170.17","2,021.58","5,965.11","5,132.23","2,273.96","15,773.00","4,538.60","7,389.05","34,156.06","52,339.60","139,762.95"
2020,8,"2,881.30","4,580.86","7,296.27","1,967.91","3,560.81","6,228.75","2,068.45","15,620.69","2,965.29","7,202.78","35,525.36","47,890.70","137,789.16"
2020,9,"2,536.78","4,429.09","2,209.51","1,401.97","10,028.50","11,713.45","1,377.52","14,556.25","4,188.07","7,555.34","34,942.20","48,398.22","143,336.89"
2020,10,"2,524.32","4,376.68","2,257.72","1,887.80","13,898.24","3,957.92","2,165.66","15,641.22","3,078.13","7,287.90","30,543.03","57,545.53","145,164.16"
2020,11,"2,241.52","4,195.25","2,180.56","3,375.83","7,489.45","6,157.19","2,264.78","16,498.13","3,478.51","6,901.63","29,314.03","54,942.76","139,039.63"
2020,12,"3,063.66","4,366.08","3,189.22","2,348.22","9,574.30","3,927.72","1,722.23","15,383.16","2,986.06","9,727.71","39,082.03","66,085.53","161,455.92"
2021,1,"2,319.34","5,490.58","3,219.51","1,200.52","15,030.59","10,091.06","1,815.79","13,321.57","3,817.06","6,676.58","39,908.39","57,826.17","160,717.15"
2021,2,"2,998.76","5,463.17","2,936.70","2,497.20","8,298.68","7,733.54","1,981.49","17,487.54","2,351.97","6,428.67","30,192.18","70,963.61","159,333.53"
2021,3,"3,483.55","9,256.98","5,617.20","2,384.43","14,750.59","8,437.10","2,419.83","19,363.24","4,652.60","9,320.77","36,943.69","70,798.52","187,428.50"
2021,4,"2,401.30","4,101.05","2,779.10","1,224.31","11,952.69","11,415.19","1,498.19","21,489.05","2,951.96","8,771.98","33,249.15","59,855.36","161,689.32"
2021,5,"2,858.36","5,832.11","2,924.63","2,781.34","17,776.19","4,563.09","2,042.91","16,828.98","3,542.68","7,335.69","33,869.62","61,334.90","161,690.48"
2021,6,"2,783.65","6,007.00","3,498.79","2,175.84","8,881.49","2,249.96","1,587.83","21,458.08","4,966.27","7,432.34","34,721.05","64,187.08","159,949.38"
2021,7,"2,351.82","6,081.01","2,905.02","3,441.24","11,580.48","9,102.82","1,225.85","20,281.75","2,576.07","9,483.51","38,357.54","69,690.36","177,077.48"
2021,8,"2,733.35","6,902.47","3,413.66","1,962.97","19,660.43","10,622.50","2,493.33","15,499.26","3,854.43","9,011.88","34,428.30","62,125.48","172,708.06"
2021,9,"2,763.31","13,250.83","7,829.94","2,187.61","14,405.23","15,202.56","2,542.29","22,495.30","4,505.55","5,946.28","37,200.87","62,099.44","190,429.21"
2021,10,"2,206.44","7,718.41","2,154.38","1,415.07","19,562.07","14,834.08","1,298.74","19,206.28","4,228.29","9,784.08","42,714.02","62,374.31","187,496.16"
2021,11,"3,065.73","7,028.67","2,777.90","1,662.30","12,805.69","13,396.31","1,782.45","20,632.64","3,673.09","7,858.58","36,372.37","80,646.19","191,701.92"
2021,12,"3,628.48","7,114.32","2,937.41","1,779.30","23,830.57","7,030.72","1,802.33","22,912.73","2,958.27","9,776.51","43,407.61","76,226.98","203,405.23"
2022,1,"2,041.52","6,704.54","3,070.00","1,718.93","12,463.81","13,011.61","1,735.88","25,494.25","4,260.92","6,763.27","35,872.21","81,043.13","194,180.06"
2022,2,"3,400.95","6,068.54","2,304.26","1,876.72","23,450.91","13,229.47","1,219.61","15,143.81","10,086.33","9,208.66","40,744.07","56,857.92","183,591.23"
2022,3,"3,644.46","11,651.36","2,159.41","1,641.82","36,265.17","10,726.53","1,608.13","21,419.37","3,386.31","9,311.88","35,645.47","75,858.50","213,318.41"
2022,4,"2,567.38","7,611.07","2,151.04","1,162.37","34,784.08","15,740.75","1,143.34","30,751.18","3,586.92","8,297.12","31,120.86","56,146.31","195,062.44"
2022,5,"2,344.10","8,750.32","2,926.30","1,828.46","33,331.38","14,384.54","2,330.88","23,696.26","6,402.78","9,234.05","39,618.90","88,486.84","233,334.80"
2022,6,"3,284.62","5,707.48","3,586.06","5,986.38","37,573.28","10,294.87","2,031.81","33,638.24","2,997.65","8,271.65","44,632.23","69,579.86","227,584.14"
2022,7,"2,491.50","9,309.07","2,308.06","2,045.13","32,803.77","2,506.40","1,549.23","17,322.09","9,086.90","7,123.44","39,013.48","87,338.25","212,897.33"
2022,8,"3,691.62","6,792.29","2,077.69","1,423.49","46,506.88","2,118.87","2,300.13","18,789.96","2,999.87","9,314.90","42,730.73","99,705.52","238,451.94"
2022,9,"2,902.77","6,710.59","6,424.24","1,615.05","31,570.34","18,359.77","1,726.69","16,474.16","4,353.96","7,722.15","32,433.77","75,570.03","205,863.52"
2022,10,"2,195.17","9,068.88","2,378.17","1,957.65","38,083.40","7,866.45","1,073.65","14,258.73","3,758.24","5,780.39","35,193.82","66,530.06","188,144.60"
2022,11,"2,897.57","7,254.12","2,392.39","1,561.75","31,676.79","11,944.80","2,057.66","16,735.23","5,799.48","7,499.94","36,867.24","65,295.06","191,982.04"
2022,12,"3,286.48","7,741.34","2,577.79","1,889.26","48,884.31","1,847.97","2,489.79","16,325.18","4,342.98","8,972.34","38,738.79","62,692.10","199,788.32"
2023,1,"3,658.19","5,768.69","2,995.43","1,739.79","33,077.08","4,013.20","4,375.98","24,200.86","3,267.34","6,822.18","30,520.34","74,113.01","194,552.08"
2023,2,"2,508.76","5,766.01","3,695.03",962.66,"35,618.64","7,169.66","1,436.47","13,992.98","5,790.43","5,668.89","29,960.47","62,721.41","175,291.40"
2023,3,"2,479.15","6,915.96","2,915.56","2,677.98","13,925.10","32,265.10","2,052.22","27,319.87","7,318.64","8,033.16","30,343.56","80,184.71","216,430.99"
2023,4,"2,237.30","11,277.38","3,524.86","2,508.04","28,147.99","19,241.31","1,699.93","27,649.91","8,551.44","7,915.78","35,244.42","60,295.19","208,293.54"
2023,5,"3,343.88","11,378.46","3,547.16","1,672.67","40,740.71","12,408.73","2,700.42","26,625.57","7,349.80","7,839.67","43,597.94","69,074.23","230,279.22"
2023,6,"3,587.81","12,019.75","5,177.88","1,694.66","32,248.26","7,655.04","2,330.09","21,411.60","6,747.53","8,747.74","35,533.22","73,012.81","210,166.39"
2023,7,"3,147.25","11,289.81","2,590.86","1,584.38","32,173.63","7,780.57","2,781.81","18,568.19","7,848.14","8,393.77","40,050.54","55,461.82","191,670.77"
2023,8,"2,829.27","13,390.31","3,497.64","2,585.93","50,048.01","9,072.83","3,935.22","19,227.71","6,337.89","8,398.16","38,686.94","80,812.74","238,822.64"
2023,9,"2,809.60","7,685.00","2,768.73","1,740.17","40,935.01","18,522.13","4,813.71","17,755.01","4,689.56","8,610.35","40,962.51","63,650.70","214,942.49"
2023,10,"3,321.86","9,146.49","2,878.79","1,448.61","41,918.87","10,269.34","4,832.10","33,666.90","7,846.84","7,503.82","43,633.81","73,234.59","239,702.03"
2023,11,"8,550.63","9,670.43","2,941.78","1,568.39","31,670.08","11,744.68","3,478.54","19,454.97","5,968.64","10,642.82","45,730.99","107,689.18","259,111.12"
2023,12,"2,434.92","8,452.96","3,381.74","1,709.45","31,029.68","5,007.48","2,500.36","19,294.78","5,124.66","8,876.94","44,731.20","87,120.04","219,664.19"
2024,1,"2,492.73","16,744.97","2,847.59","1,274.26","21,541.70","3,222.45","1,845.96","28,605.38","12,130.15","9,417.36","44,722.23","99,559.86","244,404.63"
2024,2,"3,629.20","13,447.09","4,051.98","2,101.59","23,931.98","1,770.65","1,749.10","25,214.84","5,112.02","9,768.12","45,375.38","90,260.41","226,412.35"
2024,3,"2,955.08","10,924.71","3,031.36","1,819.45","21,558.14","2,321.57","2,663.32","18,185.30","4,656.81","8,273.44","35,978.73","95,861.03","208,228.95"
2024,4,"3,119.48","17,897.28","3,064.55","1,752.15","24,458.57","7,550.45","2,458.92","20,393.74","5,450.21","9,545.79","42,532.73","96,819.74","235,043.61"
2024,5,"6,997.96","11,403.12","3,869.03","1,799.28","36,935.83","2,644.96","3,176.54","16,119.16","5,797.15","8,820.97","46,978.94","66,845.74","211,388.67"
2024,6,"4,069.22","7,721.67","3,192.81","1,320.70","29,507.96","2,597.84","2,320.69","21,221.88","3,842.15","8,438.16","42,112.93","82,268.26","208,614.25"
2024,7,"3,404.78","10,232.43","3,363.00","2,120.82","28,548.50","4,270.99","2,988.58","19,597.44","4,383.87","9,326.06","59,670.08","78,147.96","226,054.51"
2024,8,"3,119.78","11,406.05","6,935.37","2,435.37","31,016.88","2,068.39","2,763.46","26,182.66","2,806.31","8,522.66","58,016.22","73,019.72","228,292.88"
2024,9,"3,969.56","11,683.60","3,267.16","1,431.72","29,265.76","2,877.92","1,848.17","18,847.64","6,573.85","8,748.67","54,065.40","78,983.53","221,562.98"
2024,10,"3,825.39","25,247.93","3,258.19","2,008.60","34,671.94","8,062.84","3,809.26","22,354.65","6,706.39","9,444.54","52,924.00","72,201.39","244,515.12"
2024,11,"5,837.19","9,914.33","3,427.19","1,588.83","23,094.18","12,730.42","2,246.44","28,280.58","5,212.52","9,968.68","43,811.96","81,552.84","227,665.15"
2024,12,"2,613.27","9,807.82","3,198.27","2,386.75","33,099.49","2,272.48","2,791.32","18,824.56","3,976.85","9,329.33","53,232.56","76,465.11","217,997.80"
