      DOMESTIC EXPORTS: SELECTED COMMODITIES ,,,,,,,,,,
      (Shillings million),,,,,,,,,,
,,,,,,,,,,
Year,Month,Coffee ,Tea,Petroleum,Chemicals,Fish,Horticulture,Cement,Other,Total
,,,,Products,,,,,,
,,,,,,,,,,
2022,5,"4,877.93","13,776.91",867.24,"6,056.14",354.97,"11,833.22",323.24,"32,505.60","70,595.25"
2022,6,"3,835.70","13,729.67",685.9,"5,978.09",417.33,"10,118.42",651.68,"34,435.67","69,852.47"
2022,7,"3,980.87","13,452.76",618.07,"7,154.50",462.9,"9,941.35",338.48,"32,025.88","67,974.82"
2022,8,"2,667.57","12,589.18",894.13,"6,195.15",344.49,"9,322.25",359.6,"29,304.87","61,677.24"
2022,9,"2,471.76","14,164.79","2,499.22","7,317.98",395.81,"8,860.34",398.5,"32,911.26","69,019.65"
2022,10,"2,413.28","12,229.47",682.99,"5,907.99",598.34,"9,491.54",320.66,"28,675.29","60,319.56"
2022,11,"2,519.06","16,009.62",681.63,"5,574.60",760.84,"8,814.94",312.19,"32,733.99","67,406.86"
2022,12,"1,517.28","14,885.43",773.16,"6,828.76",654.64,"8,951.76",282.04,"29,901.07","63,794.14"
2023,1,"1,350.34","13,519.65",954.92,"5,390.03",549.74,"9,989.30",518.54,"33,008.13","65,280.63"
2023,2,"2,684.98","13,510.62","1,165.36","7,023.60",581.95,"11,067.44",375.3,"35,053.32","71,462.57"
2023,3,"4,099.69","16,216.54",964.95,"7,689.15",508.7,"11,418.37",421.61,"34,313.06","75,632.08"
2023,4,"4,111.12","12,179.71","1,037.58","5,643.48",879.64,"12,170.07",379.83,"30,593.49","66,994.94"
2023,5,"4,839.14","16,176.45","1,239.08","8,061.85",444.96,"12,790.87",595.93,"35,541.88","79,690.16"
2023,6,"5,186.01","15,446.15","1,129.54","6,359.78",548.25,"12,043.45",448.64,"36,517.82","77,679.64"
2023,7,"4,368.48","12,910.37","1,152.30","7,689.25",569.59,"12,512.15",539.9,"34,887.59","74,629.63"
2023,8,"3,416.31","20,193.05","1,188.52","7,496.22",423.74,"13,851.44",553.43,"34,711.12","81,833.85"
2023,9,"2,255.48","17,254.77","1,132.07","7,123.04",568.35,"13,011.65",500.81,"34,030.86","75,877.04"
2023,10,"1,384.31","16,111.63","1,100.55","8,090.66",439.93,"12,660.84",654.42,"34,363.94","74,806.28"
2023,11,"1,607.71","17,767.98","1,122.02","7,935.03",576.73,"11,288.29",412.37,"39,024.37","79,734.51"
2023,12,"1,486.78","17,283.71","4,043.63","6,499.39",579.63,"10,947.46",482.65,"36,089.51","77,412.75"
2024,1,"2,413.71","18,267.60",965.88,"6,685.13",998.93,"12,232.45",566.75,"37,538.09","79,668.56"
2024,2,"2,284.11","20,429.82","1,319.47","8,178.67",440.89,"16,965.45",659.92,"39,527.79","89,806.12"
2024,3,"3,528.04","19,070.04","1,306.62","7,318.40",350.42,"15,928.47",697.71,"36,204.54","84,404.25"
2024,4,"4,111.96","17,337.26","1,220.69","6,532.29",326.75,"12,036.43",506.52,"32,639.30","74,711.21"
2024,5,"3,747.46","15,610.13","1,366.06","6,851.99",380.29,"12,876.50",410.32,"34,210.01","75,452.77"
2024,6,"4,211.56","11,752.08","1,105.32","6,933.13",394.22,"11,505.97",333.07,"35,710.35","71,945.71"
2024,7,"5,037.44","15,518.53","1,217.32","7,166.48",886.38,"13,485.67",253.94,"36,945.79","80,511.55"
2024,8,"3,859.65","14,713.16","1,388.67","7,438.77",300.24,"13,865.44",264.15,"37,953.71","79,783.78"
2024,9,"3,561.24","14,395.84","1,412.07","8,383.70",430.91,"13,918.86",209.22,"34,732.34","77,044.19"
2024,10,"2,536.86","12,514.52","1,112.80","6,218.17",421.50,"13,112.64",230.15,"33,789.01","69,935.66"
2024,11,"3,089.31","15,546.36",985.92,"7,281.52",529.48,"11,445.05",199.18,"37,066.61","76,143.42"
2024,12,"2,025.08","13,808.09","1,064.54","5,610.32",405.92,"10,919.32",110.21,"35,484.60","69,428.07"
