EXPORTS: SELECTED COUNTRIES OF DESTINATION,,,,,,,,,,,,,
(shillings million),,,,,,,,,,,,,
Year,Month,U.K,GERMANY,U.S.A,NETHERLANDS,UGANDA,TANZANIA,PAKISTAN,FRANCE,EGYPT,BELGIUM,OTHERS,TOTAL
2016,9,"2,782.60",969.31,"4,363.64","3,267.17","4,551.69","2,630.60","3,026.19",665.57,"1,860.65",273.38,"21,512.02","45,902.84"
2016,10,"2,128.65",829.76,"3,311.32","2,592.69","5,348.78","2,447.73","2,951.58",527.47,"1,065.75",214.1,"20,631.97","42,049.79"
2016,11,"3,356.09","1,042.22","4,373.73","4,276.24","5,275.33","3,195.19","5,378.09",713.78,759.52,192.91,"21,088.93","49,652.01"
2016,12,"3,135.99",888.4,"3,380.89","3,165.93","5,145.03","2,741.18","4,290.63",439.78,"1,769.12",826.69,"20,900.18","46,683.82"
2017,1,"3,351.77",939.66,"2,905.79","3,802.59","5,380.82","2,367.59","7,323.43",520.19,"1,464.13",561.8,"20,216.24","48,834.00"
2017,2,"3,412.59","1,228.08","4,034.90","4,549.31","5,673.75","2,562.01","4,344.73",523.09,"1,533.16",818.03,"19,276.97","47,956.64"
2017,3,"3,291.54","1,244.01","3,908.80","3,996.29","5,816.88","2,827.64","3,958.26",774.69,"1,397.63","1,163.56","25,672.20","54,051.51"
2017,4,"2,553.13","1,346.45","3,456.96","3,833.18","4,769.72","1,644.29","3,770.07",609.86,932.64,429.94,"21,465.73","44,811.95"
2017,5,"3,187.96","1,309.42","4,372.67","4,170.82","4,773.57","1,958.44","5,492.28",688.84,919.51,644.26,"25,152.31","52,670.10"
2017,6,"3,348.02",907.93,"4,664.53","3,487.51","4,878.33","1,882.39","5,829.92",655.61,"1,745.01",399.96,"23,774.73","51,573.93"
2017,7,"3,651.36",797.34,"5,105.39","3,207.77","5,371.73","2,330.44","6,106.38",817.12,"1,388.40",518.6,"23,626.75","52,921.29"
2017,8,"2,858.20",671.65,"4,047.82","2,643.77","4,460.55","2,550.96","3,987.65",950.82,"1,214.37",263.12,"18,015.34","41,664.27"
2017,9,"3,080.51",680.99,"3,950.87","3,409.17","5,791.61","2,631.36","5,641.87",703.36,"2,221.01",267.04,"21,998.09","50,375.88"
2017,10,"3,538.63",868.21,"3,663.61","3,451.14","4,075.22","2,626.03","5,751.36",500.59,"1,364.43",273.81,"22,972.40","49,085.43"
2017,11,"3,037.73","1,043.41","3,819.06","3,663.57","5,600.52","2,871.46","5,948.75",433.12,"2,215.51",327.01,"21,914.50","50,874.65"
2017,12,"3,241.23",703.75,"3,339.51","3,676.70","5,221.34","2,268.46","5,903.09",595.98,"2,609.40",358.35,"21,391.03","49,308.85"
2018,1,"3,473.66",793.43,"2,544.17","4,324.45","4,748.86","1,966.71","7,331.99",521.16,"2,194.96",1187.65,"24,361.09","53,448.13"
2018,2,"4,284.30","1,019.87","3,060.44","4,679.53","5,837.57","3,010.03","7,012.51",535.81,"2,015.80",747.52,"25,067.76","57,271.15"
2018,3,"3,344.61","1,073.26","3,641.96","5,170.66","5,580.62","2,369.77","4,271.40",657.88,"1,185.17",877.01,"22,821.80","50,994.13"
2018,4,"3,305.79","1,150.75","3,598.46","4,122.01","4,261.58","2,638.78","4,078.33",723.02,"1,017.21",289.5,"24,862.25","50,047.68"
2018,5,"3,285.70","1,238.72","4,336.34","3,875.46","5,671.50","2,814.77","4,527.71",800.16,"2,379.87",571.43,"25,812.67","55,314.34"
2018,6,"3,554.20","1,113.47","4,518.43","3,478.47","4,922.03","2,011.94","5,452.05",560.74,"1,950.74",325.92,"25,031.24","52,919.25"
2018,7,"3,742.80",968.55,"5,322.25","3,709.22","4,552.15","2,464.45","5,370.29",685.66,"1,383.18",455.36,"24,231.65","52,885.55"
2018,8,"2,589.00",625.64,"4,810.22","3,129.56","5,311.24","2,608.05","3,814.93",778.36,"1,537.80",334.43,"25,447.68","50,986.90"
2018,9,"2,917.52",721.84,"4,084.83","3,757.13","5,228.78","2,304.91","4,646.79",867.45,"1,591.22",220.79,"20,435.76","46,777.02"
2018,10,"3,280.03",913.29,"3,751.75","3,700.20","5,508.90","2,666.90","4,286.12",664.72,"2,097.61",298.38,"22,791.88","49,959.78"
2018,11,"3,154.00",957.29,"4,605.08","3,035.86","5,248.02","2,696.52","4,573.34",637.97,"1,118.84",411.02,"21,877.63","48,315.57"
2018,12,"3,230.62",584.32,"3,026.70","3,355.97","5,005.60","2,199.64","4,021.99",491.85,"1,652.69",625.44,"19,814.32","44,009.13"
2019,1,"4,419.08",896.14,"4,282.90","4,682.36","5,461.20","2,293.75","4,452.01",625.27,"2,076.65",1427.32,"22,673.66","53,290.34"
2019,2,"3,734.46","1,233.73","3,652.30","4,923.92","5,248.67","2,748.37","4,297.58",602.63,"1,463.55",615.24,"22,399.54","50,920.01"
2019,3,"3,702.14","1,034.85","4,279.09","4,851.56","5,506.02","2,367.51","4,308.71",661.34,"1,732.08",835.8,"23,382.01","52,661.10"
2019,4,"2,708.70","1,262.58","5,315.18","3,840.68","4,427.87","3,082.90","3,791.40",621.19,"1,657.12",477.5,"21,627.37","48,812.50"
2019,5,"2,008.76","1,139.36","4,192.57","2,598.95","4,761.11","2,656.67","3,468.47",454.8,"1,712.36",697.89,"22,775.57","46,466.51"
2019,6,"3,859.59",985.86,"4,392.79","5,682.67","5,332.38","2,636.28","2,493.02",716.18,"1,413.54",574.33,"23,101.78","51,188.42"
2019,7,"3,554.97",831.24,"4,375.05","3,266.14","5,668.72","2,630.60","3,208.82",869.8,810.04,525.13,"24,483.72","50,224.24"
2019,8,"3,288.00",850.35,"4,493.70","3,746.28","4,576.79","3,119.28","3,199.25",757.66,"2,000.67",526.88,"23,091.07","49,649.92"
2019,9,"2,561.33",763.01,"5,254.28","3,080.93","6,089.29","2,901.07","3,372.29",558.92,"1,477.61",464.45,"19,966.10","46,489.29"
2019,10,"3,539.56",802.84,"3,719.53","4,663.13","6,016.19","3,822.39","4,545.07",763.65,"1,792.25",464.25,"20,964.61","51,093.48"
2019,11,"3,540.89",767.7,"4,578.58","3,633.53","5,535.54","3,054.67","4,243.77",654.5,"1,743.17",469.89,"23,593.32","51,815.58"
2019,12,"2,995.82",717.19,"3,377.84","2,997.52","5,077.84","2,294.07","3,859.14",509.3,"1,048.20",263.48,"19,627.50","42,767.89"
2020,1,"4,083.93",919.36,"4,680.76","3,940.11","5,007.38","2,614.71","4,204.24",657.28,"2,163.46",1824.79,"23,030.19","53,126.22"
2020,2,"4,926.51","1,252.53","3,784.51","5,192.23","6,910.99","2,235.19","4,599.59",617.74,"1,665.98",397,"29,456.12","61,038.38"
2020,3,"4,282.36","1,289.22","3,698.42","4,012.61","6,816.94","3,136.74","4,666.70",672.53,"1,600.86",433.78,"33,845.22","64,455.39"
2020,4,"4,436.92","1,430.93","2,949.42","2,800.48","2,673.47","2,029.54","5,578.30",842.3,"1,374.25",381.19,"18,695.87","43,192.68"
2020,5,"3,855.20","1,379.10","2,904.82","3,379.70","4,731.90","2,009.84","5,148.58",725.63,"1,422.09",294.9,"21,333.25","47,185.01"
2020,6,"3,855.80","1,085.29","5,173.66","2,616.64","5,131.15","2,202.25","4,245.22",820.07,"1,738.78",762.71,"20,373.28","48,004.85"
2020,7,"4,060.24","1,226.05","3,764.99","3,557.52","6,483.61","2,679.25","4,116.12",912.63,"1,305.55",559.23,"23,301.52","51,966.71"
2020,8,"3,860.43","1,459.55","5,362.71","3,507.48","8,120.20","2,721.41","5,151.57",976.73,659.73,310.28,"22,358.63","54,488.71"
2020,9,"4,126.47","1,322.44","3,992.29","5,467.93","6,900.76","2,815.81","3,989.03",918.91,"1,711.65",470.45,"24,457.22","56,172.95"
2020,10,"4,014.79","1,043.96","4,763.04","5,384.19","5,939.12","2,760.50","4,021.29",606.05,"1,793.84",296.15,"22,487.92","53,110.84"
2020,11,"3,981.38","1,018.85","4,577.25","4,001.17","6,129.18","2,919.44","4,863.56",682.94,"1,486.43",446.43,"20,682.14","50,788.78"
2020,12,"4,436.88","1,106.15","3,726.11","4,877.18","6,849.23","3,264.39","4,072.35",717.81,"2,060.33",678.81,"25,722.21","57,511.45"
2021,1,"4,607.97","1,250.79","5,065.64","5,511.98","5,264.18","2,456.00","4,563.09",731.47,"1,611.20",472.33,"22,778.98","54,313.63"
2021,2,"5,034.58","1,921.65","3,973.42","6,311.66","8,845.65","2,858.99","4,613.73",823.54,"2,366.16",427.72,"30,226.43","67,403.54"
2021,3,"5,422.48","2,358.05","4,669.57","5,576.82","8,632.38","3,418.34","4,755.74",1134.38,"2,487.07",630.74,"30,597.03","69,682.60"
2021,4,"3,098.56",795.29,"3,488.00","4,757.71","7,443.60","2,988.57","3,600.32",649.45,"1,682.89",474.27,"29,815.60","58,794.26"
2021,5,"4,235.45",924.53,"4,812.81","5,793.35","8,394.71","2,735.00","4,421.11",902.31,"1,832.15",825.28,"28,231.17","63,107.88"
2021,6,"4,308.06",874.5,"5,234.74","4,582.09","7,535.11","3,154.24","3,810.94",1068.93,"1,214.49",760.31,"24,145.12","56,688.54"
2021,7,"3,875.32",916.04,"7,152.18","4,759.70","6,945.01","4,026.66","4,058.60",814.23,"1,113.44",1067.58,"24,517.92","59,246.66"
2021,8,"3,402.81","1,122.71","5,017.77","4,266.64","7,700.61","3,673.42","4,113.17",971.83,"1,805.38",570.09,"28,528.74","61,173.17"
2021,9,"3,355.04","1,018.76","5,050.76","4,632.65","4,107.65","5,140.60","2,990.01",805.2,"1,485.54",556.73,"24,815.01","53,957.95"
2021,10,"4,121.21",924.56,"4,747.22","4,776.30","9,445.22","6,232.64","4,473.93",661.54,"1,497.99",681.81,"27,837.45","65,399.88"
2021,11,"4,181.48","1,120.07","5,380.76","5,896.92","9,584.13","4,071.73","6,025.45",579.06,"1,850.76",518.29,"24,986.20","64,194.83"
2021,12,"3,757.32","1,041.15","4,969.58","4,800.22","7,111.10","4,168.74","5,746.81",580.36,"2,228.39",937.36,"30,700.94","66,041.96"
2022,1,"4,166.85","1,466.19","4,597.63","5,977.00","5,184.62","3,016.90","5,540.47",764.56,"2,074.33",750.16,"26,012.11","59,550.82"
2022,2,"4,483.50","1,237.51","4,997.85","6,105.08","7,762.22","5,547.71","5,906.89",714.89,"2,477.56",979.91,"30,043.87","70,256.97"
2022,3,"4,292.68","1,533.49","5,761.68","6,399.16","7,681.33","5,385.08","5,441.62",780.72,"2,880.87",1027.29,"35,883.84","77,067.76"
2022,4,"3,354.67","1,621.35","7,731.86","5,796.83","5,375.15","3,701.73","5,106.26",876.4,"2,097.73",888.04,"31,813.95","68,363.96"
2022,5,"4,059.71","1,286.91","6,749.34","5,858.78","9,222.67","4,292.66","4,661.88",899.06,"2,356.37",974.45,"36,928.75","77,290.58"
2022,6,"3,453.75","1,183.50","10,517.12","5,847.63","9,336.90","4,722.72","4,709.36",819.86,"2,620.50",626.04,"36,787.37","80,624.75"
2022,7,"3,749.55","1,438.09","7,413.15","5,255.85","9,703.47","4,475.66","4,245.09",1126.4,"2,542.25",1009.67,"34,517.91","75,477.08"
2022,8,"3,363.35","1,143.91","6,387.97","4,667.37","8,683.65","5,011.72","4,972.46",1000.78,"1,784.60",648.37,"32,785.78","70,449.95"
2022,9,"3,194.91","1,495.61","8,957.62","5,341.53","9,488.63","5,214.97","5,985.22",875.51,"2,268.40",396.92,"34,836.78","78,056.10"
2022,10,"3,234.70","1,101.07","4,632.08","6,180.02","8,859.06","5,488.76","5,466.07",808.73,"1,024.11",364.6,"30,411.37","67,570.58"
2022,11,"3,684.40","1,106.08","7,593.57","6,301.02","7,170.15","4,709.02","6,273.48",639.55,"2,295.30",516.75,"34,729.92","75,019.24"
2022,12,"3,525.81","1,332.33","4,591.70","5,920.28","7,966.03","5,005.25","5,809.41",783.15,"2,347.55",545.75,"30,992.25","68,819.50"
2023,1,"4,230.04","1,198.52","5,511.58","5,843.38","9,898.42","4,403.73","4,434.66",1145.111105,"2,198.78",1806.359646,"32,248.66","72,919.25"
2023,2,"4,716.20","1,553.07","4,396.04","6,088.13","10,002.01","4,675.64","3,867.75",963.09,"2,283.92",328.19,"37,767.25","76,641.30"
2023,3,"4,566.08","1,716.37","5,249.52","6,220.00","10,910.82","4,921.81","5,699.68",931.11,"2,702.86",237.99,"38,721.32","81,877.56"
2023,4,"4,090.78","1,459.06","4,498.21","6,595.88","9,887.66","3,611.38","5,243.21","1,104.98","1,605.41",442.28,"32,139.54","70,678.40"
2023,5,"5,051.52","1,276.54","6,497.38","8,430.90","10,342.25","5,999.24","6,725.75","1,388.02","2,020.61",666.12,"42,571.10","90,969.42"
2023,6,"4,199.09","1,974.78","6,054.33","6,260.08","10,791.35","5,741.44","7,325.98","1,547.77","3,290.33","1,087.16","37,531.69","85,803.99"
2023,7,"4,144.61","1,442.06","6,809.48","6,122.81","11,700.18","5,977.89","5,257.48","1,329.28","2,424.98",813.34,"36,510.36","82,532.46"
2023,8,"4,614.76","1,348.48","5,644.44","6,579.90","10,879.03","6,280.41","9,898.47","1,574.73","3,394.35",597.41,"41,948.02","92,760.01"
2023,9,"4,348.12","1,204.26","4,231.57","5,789.46","11,603.00","6,972.14","8,450.99","1,745.72","2,684.56",494.38,"43,605.10","91,129.29"
2023,10,"5,016.66",899.94,"3,964.54","5,710.34","9,983.80","7,437.47","6,632.11","1,382.60","3,447.21",398.63,"39,284.00","84,157.30"
2023,11,"5,005.01",936.91,"5,730.66","5,736.80","9,668.58","7,488.63","6,632.98","1,413.23","3,412.75",398.03,"42,553.42","88,976.99"
2023,12,"5,148.48",929.19,"5,731.43","6,758.06","9,486.49","5,557.11","7,292.76","1,262.76","2,474.91",441.79,"39,101.19","84,184.16"
2024,1,"5,951.99","1,619.95","7,827.04","8,459.85","9,662.98","5,280.91","6,780.90","1,160.67","2,914.82",652.07,"41,364.42","91,675.62"
2024,2,"7,082.46","1,964.62","6,841.86","10,105.90","12,921.80","5,941.98","6,934.42","1,252.34","3,984.66",629.72,"49,763.05","107,422.81"
2024,3,"5,913.45","1,924.66","7,540.78","9,407.47","10,435.74","5,299.35","7,589.50","1,165.02","3,569.86",656.62,"44,430.51","97,932.96"
2024,4,"4,840.17","1,748.16","5,667.39","5,570.89","9,839.83","4,580.08","7,626.18",942.99,"1,876.28",760.82,"49,470.35","92,923.13"
2024,5,"4,408.33","1,626.14","6,543.85","5,327.11","11,592.65","5,405.38","6,719.34","1,047.57","1,100.84",955.24,"49,755.98","94,482.42"
2024,6,"4,220.82","1,428.37","8,489.05","4,757.33","11,113.60","5,080.11","3,749.92","1,281.58","1,793.24","1,060.62","44,179.40","87,154.05"
2024,7,"4,830.70","2,130.58","9,360.56","4,786.71","11,666.71","5,567.78","7,128.20","1,164.12","1,759.85","1,592.96","47,077.07","97,065.25"
2024,8,"4,264.87","1,726.62","9,124.11","4,123.00","10,957.90","6,053.77","7,281.31","1,361.64","1,913.43",808.62,"45,919.92","93,535.20"
2024,9,"4,687.74","1,387.04","6,140.63","4,508.83","11,622.90","5,833.66","6,076.96","1,373.03","2,060.13",977.33,"46,857.91","91,526.15"
2024,10,"5,106.22","1,344.95","8,335.36","5,499.26","7,687.10","5,924.30","4,776.19","1,111.64","1,887.29",270.95,"46,388.08","88,331.34"
2024,11,"4,578.81","1,212.16","6,367.03","4,942.21","9,451.21","5,279.37","6,616.95","1,186.94","2,422.36",709.99,"43,153.58","85,920.62"
2024,12,"5,080.76",881.20,"6,047.63","4,974.19","8,342.35","5,262.69","5,245.75",990.73,"2,344.34",574.02,"40,934.23","80,677.88"
