DIRECT IMPORTS: BY S.I.T.C. * SECTIONS,,,,,,,,,,,
      (shillings million),,,,,,,,,,,
Year,Month, Food  and Live Animals, Beverages and Tobacco,Crude Materials Inedible except Fuels,Mineral Fuels Lubricants and related Materials,Animals and Vegetable Oils and Fats,  Chemicals  ,Manufactured Goods Classified Chiefly by Materials,Machinery and Transport Equipment ,  Other  ,  TOTAL  
2018,10,"11,877.10","2,007.29","2,885.70","29,318.40","6,799.86","23,107.25","24,982.86","38,516.69","9,751.04","149,246.19"
2018,11,"16,024.12","1,480.68","3,214.27","23,627.27","4,463.66","21,092.82","23,896.20","41,289.99","18,402.78","153,491.79"
2018,12,"11,221.08","1,083.33","2,660.25","30,421.47","4,445.59","17,627.70","21,170.41","34,216.55","3,839.66","126,686.03"
2019,1,"16,451.83","1,132.48","3,462.96","27,462.14","7,964.74","22,230.26","28,027.11","39,607.05","9,581.12","155,919.71"
2019,2,"12,279.60",797.36,"2,165.57","24,760.53","3,557.85","19,823.65","22,247.28","48,702.42","7,934.30","142,268.55"
2019,3,"15,116.76",834.16,"2,770.19","22,523.41","5,381.42","24,400.68","18,675.48","28,241.27","7,308.08","125,251.46"
2019,4,"14,505.70",708.51,"3,534.49","36,796.42","4,499.99","21,546.89","24,493.32","36,062.00","8,004.88","150,152.21"
2019,5,"15,976.92",843.1,"3,925.68","35,984.55","5,247.39","22,699.70","24,684.98","36,485.90","9,988.41","155,836.62"
2019,6,"14,622.51",959.6,"4,268.34","30,480.81","4,774.60","19,727.49","27,582.25","38,358.56","8,665.09","149,439.25"
2019,7,"14,691.28",981.29,"4,062.82","28,380.65","3,843.10","17,280.69","31,671.10","41,339.62","11,339.68","153,590.23"
2019,8,"17,815.61","1,374.90","3,943.95","21,955.47","4,847.93","21,681.44","26,667.34","36,147.66","11,069.94","145,504.24"
2019,9,"14,708.02","2,522.66","3,433.13","29,500.16","3,537.28","20,566.57","24,571.40","41,558.85","8,976.66","149,374.73"
2019,10,"15,209.09","1,692.20","4,237.38","24,888.05","5,296.99","22,114.71","26,118.74","49,457.45","10,160.79","159,175.40"
2019,11,"14,690.28","1,818.29","3,703.91","24,808.63","4,653.38","20,839.07","24,439.53","53,031.71","11,203.19","159,187.99"
2019,12,"14,459.00","1,030.53","3,593.00","29,797.17","6,283.51","20,455.84","23,381.45","48,087.71","8,173.28","155,261.49"
2020,1,"16,069.54","1,030.39","4,073.66","23,133.82","10,349.17","24,034.10","23,868.38","43,135.69","9,736.16","155,430.90"
2020,2,"15,297.91",769.41,"3,200.69","24,837.26","5,729.12","20,225.90","21,023.80","35,214.38","7,165.41","133,463.88"
2020,3,"13,567.77",759.89,"4,057.77","30,983.30","9,642.28","22,221.71","21,181.96","29,527.35","5,618.51","137,560.56"
2020,4,"15,046.33",613.76,"2,451.66","15,427.80","9,425.43","20,394.41","20,293.83","26,362.45","6,407.10","116,422.78"
2020,5,"12,004.89",882.18,"2,812.36","5,882.56","9,083.08","23,729.74","22,014.50","26,428.80","6,411.96","109,250.08"
2020,6,"15,968.65",721.38,"2,339.94","13,895.35","3,609.33","21,300.89","24,705.26","30,487.11","8,542.53","121,570.43"
2020,7,"14,054.68",801.68,"2,348.58","17,884.46","8,177.82","23,969.70","26,313.41","37,018.18","9,194.45","139,762.95"
2020,8,"9,685.44",564.17,"2,325.43","20,676.55","4,905.16","26,077.66","22,287.92","42,766.11","8,500.72","137,789.16"
2020,9,"12,675.46",804.02,"3,364.22","18,271.53","8,720.54","23,570.91","29,062.21","36,934.68","9,933.32","143,336.89"
2020,10,"14,357.56",838.12,"4,391.90","18,722.08","8,436.68","22,324.91","30,009.81","36,291.29","9,791.82","145,164.16"
2020,11,"12,762.16","1,252.12","4,439.68","21,156.34","9,460.28","20,851.60","26,747.77","33,589.96","8,779.72","139,039.63"
2020,12,"16,584.29","1,866.00","4,712.47","20,828.42","6,563.78","25,975.35","29,049.30","45,106.57","10,769.75","161,455.92"
2021,1,"14,927.15","1,243.23","4,166.18","25,094.45","10,457.19","25,250.10","29,250.80","38,794.95","11,533.09","160,717.15"
2021,2,"19,031.40","1,180.06","3,921.28","25,240.71","10,613.07","23,328.78","32,339.93","35,330.69","8,347.61","159,333.53"
2021,3,"18,753.99","1,908.66","4,183.13","28,140.40","4,761.76","36,157.30","38,287.33","43,780.10","11,455.82","187,428.50"
2021,4,"17,818.38","1,223.27","3,643.81","27,671.66","7,972.97","27,057.82","30,654.63","36,395.70","9,251.08","161,689.32"
2021,5,"13,433.86","1,032.67","4,197.73","29,617.38","9,008.21","28,228.49","33,728.90","34,248.12","8,195.13","161,690.48"
2021,6,"16,078.57","1,295.01","4,143.40","26,503.30","8,978.44","25,478.16","30,293.66","37,508.32","9,670.52","159,949.38"
2021,7,"15,439.77",814.42,"3,931.50","32,398.87","9,700.12","25,775.79","37,580.89","41,711.05","9,725.08","177,077.48"
2021,8,"15,881.80","1,127.63","4,535.59","33,717.94","8,185.08","28,108.45","33,402.54","37,213.29","10,535.73","172,708.06"
2021,9,"19,565.94",795.31,"4,089.97","34,303.13","13,400.88","26,861.54","34,567.81","45,383.56","11,461.07","190,429.21"
2021,10,"20,421.13",997.87,"3,619.43","36,131.40","12,462.44","29,020.04","33,188.83","41,719.31","9,935.70","187,496.16"
2021,11,"18,201.50","1,512.61","4,381.02","40,710.69","11,550.80","31,446.95","32,387.51","40,877.08","10,633.76","191,701.92"
2021,12,"15,918.05","1,635.61","4,267.57","41,932.27","13,733.02","33,796.65","33,944.45","46,640.37","11,537.25","203,405.23"
2022,1,"16,216.52","1,748.55","4,216.51","36,276.57","12,933.03","37,290.20","38,984.07","35,992.13","10,522.48","194,180.06"
2022,2,"15,036.71","1,080.53","4,657.95","42,465.55","9,561.80","26,559.62","30,369.13","40,709.64","13,150.30","183,591.23"
2022,3,"18,322.66","1,144.29","3,932.38","50,645.01","12,081.81","39,270.49","39,216.18","37,796.34","10,909.24","213,318.41"
2022,4,"18,356.12","1,200.93","4,058.75","59,781.96","9,447.88","28,707.36","32,671.51","31,003.39","9,834.53","195,062.44"
2022,5,"23,754.45","1,168.68","3,837.30","69,529.72","18,076.04","30,551.81","37,084.97","38,090.62","11,241.21","233,334.80"
2022,6,"23,588.82","1,081.51","4,472.01","52,990.49","15,178.25","35,480.56","39,262.60","43,725.94","11,803.95","227,584.14"
2022,7,"16,052.23","1,063.25","4,457.15","67,448.46","8,467.19","32,203.80","34,780.78","35,945.87","12,478.61","212,897.33"
2022,8,"23,743.80",994.55,"4,638.26","71,532.89","16,206.92","37,959.10","36,357.30","36,383.09","10,636.02","238,451.94"
2022,9,"24,252.59","1,310.61","5,531.37","55,962.22","11,356.67","33,075.81","31,002.78","33,700.80","9,670.66","205,863.52"
2022,10,"19,780.46","1,232.66","4,775.02","53,285.48","6,677.77","26,731.81","28,059.98","36,799.52","10,801.88","188,144.60"
2022,11,"22,088.47","1,729.99","5,327.55","44,075.83","13,086.98","26,838.83","30,980.58","36,220.96","11,632.84","191,982.04"
2022,12,"26,248.65","1,761.28","5,432.09","50,155.57","9,878.47","30,840.08","29,081.03","36,242.74","10,148.41","199,788.32"
2023,1,"23,087.38","1,543.83","4,161.55","43,329.92","15,356.38","37,318.81","27,956.74","31,489.47","10,308.00","194,552.08"
2023,2,"17,631.33","1,496.80","3,861.67","53,247.14","4,905.09","28,810.79","27,161.45","29,184.53","8,992.60","175,291.40"
2023,3,"36,330.14","1,311.76","5,707.21","48,750.09","11,266.65","40,115.17","30,913.59","33,564.14","8,472.25","216,430.99"
2023,4,"24,469.57","1,062.45","4,698.07","61,266.83","10,347.76","37,182.96","28,606.19","30,391.42","10,268.28","208,293.54"
2023,5,"31,103.44","1,474.17","6,074.44","55,197.80","10,554.64","38,608.94","36,977.01","37,568.74","12,720.03","230,279.22"
2023,6,"35,013.93","1,831.48","5,573.83","48,695.84","11,032.09","25,666.90","36,140.46","35,380.52","10,831.34","210,166.39"
2023,7,"25,372.14",896.58,"6,109.97","43,475.42","13,246.67","27,189.19","24,670.96","40,183.85","10,525.99","191,670.77"
2023,8,"38,448.17","1,474.04","5,270.11","60,367.27","16,991.47","29,778.23","30,773.87","44,878.76","10,840.72","238,822.64"
2023,9,"25,306.47","1,103.49","6,100.33","56,227.59","12,753.94","33,865.02","30,041.63","38,686.07","10,857.95","214,942.49"
2023,10,"28,223.79","1,889.49","7,396.95","71,949.03","10,064.54","36,170.25","29,540.82","39,629.72","14,837.44","239,702.03"
2023,11,"23,395.59",985.92,"7,075.05","68,300.78","14,955.61","31,917.27","33,885.63","54,569.68","24,025.58","259,111.12"
2023,12,"21,903.97","1,355.20","6,413.39","57,259.99","7,645.07","35,863.47","33,721.74","41,610.17","13,891.19","219,664.19"
2024,1,"24,889.44","1,360.85","8,071.61","57,333.97","16,719.58","39,038.34","32,385.68","47,462.03","17,143.06","244,404.55"
2024,2,"19,688.15",930.14,"6,247.54","62,600.31","10,226.71","36,243.50","31,612.32","46,887.63","11,976.04","226,412.35"
2024,3,"29,164.48",846.72,"6,621.57","51,617.53","7,911.67","34,009.85","31,208.40","36,597.11","10,251.62","208,228.95"
2024,4,"27,461.32","1,040.14","5,971.01","52,534.38","12,263.16","40,920.79","28,756.22","52,918.89","13,177.69","235,043.61"
2024,5,"20,489.23","1,297.74","6,379.43","48,038.18","7,501.47","34,689.22","30,861.95","47,067.23","15,064.22","211,388.67"
2024,6,"22,807.38",869.93,"5,668.50","56,612.85","11,465.09","33,824.22","29,047.40","37,257.90","11,060.98","208,614.25"
2024,7,"14,277.24","1,230.81","7,287.56","51,081.64","9,638.18","40,050.55","32,007.24","56,672.46","13,808.83","226,054.51"
2024,8,"22,608.78","1,142.27","5,104.22","50,571.86","11,711.48","35,112.58","28,740.80","60,730.67","12,570.24","228,292.88"
2024,9,"24,386.56","1,534.26","8,379.00","48,293.36","10,169.96","34,798.62","29,859.78","51,359.65","12,781.78","221,562.98"
2024,10,"22,659.15","2,246.58","7,629.18","51,268.87","9,083.33","37,338.78","31,963.87","50,054.18","32,271.18","244,515.12"
2024,11,"31,841.85","1,844.29","8,673.83","46,668.59","14,678.04","32,466.19","31,856.05","46,497.68","13,138.63","227,665.15"
2024,12,"17,032.33","1,687.74","5,722.75","46,977.70","17,816.69","29,382.76","35,443.98","48,967.45","14,966.42","217,997.80"
